pgID,pgChr,pgOrd,IM62,L1,S1
542,chr10,15968.5,Migut.J00514.1.v2.0|Migut.J00513.1.v2.0+,,
1485,chr10,15970,,MgL1_10g04780.1,MgS1_10g04890.1
1486,chr10,15972,Migut.J00512.1.v2.0|Migut.J00501.1.v2.0+|Migut.J00503.1.v2.0+|Migut.J00504.1.v2.0+|Migut.J00505.1.v2.0+|Migut.J00506.1.v2.0+|Migut.J00507.1.v2.0+|Migut.J00508.1.v2.0+|Migut.J00509.1.v2.0+,MgL1_10g04810.1|MgL1_10g04750.1+|MgL1_10g04770.1+|MgL1_10g04790.1+|MgL1_10g04800.1+,MgS1_10g04910.1|MgS1_10g04880.1+
543,chr10,15972.25,Migut.J00511.1.v2.0,,
1487,chr10,15973,,,MgS1_10g04920.1|MgS1_10g04860.1+|MgS1_10g04900.1+
1488,chr10,15974,,MgL1_10g04820.1|MgL1_10g04720.1+,MgS1_10g04930.1
544,chr10,15974.125,Migut.J00510.1.v2.0,,
1489,chr10,15975,Migut.J00502.1.v2.0,MgL1_10g04830.1,MgS1_10g04940.1
545,chr10,15975.5,,MgL1_10g04840.1,
1490,chr10,15976,Migut.J00500.1.v2.0,MgL1_10g04850.1,MgS1_10g04950.1
546,chr10,15976.5,Migut.J00499.1.v2.0|Migut.J00499.1.v2.0,MgL1_10g04860.1,
1491,chr10,15977,Migut.J00498.1.v2.0,MgL1_10g04870.1,MgS1_10g04960.1
1492,chr10,15978,Migut.J00660.1.v2.0|Migut.J00659.1.v2.0+,MgL1_10g04880.1,MgS1_10g04970.1
1493,chr10,15979,Migut.J00656.1.v2.0,MgL1_10g04900.1,MgS1_10g04990.1
1494,chr10,15980,Migut.J00655.1.v2.0,MgL1_10g04910.1,MgS1_10g05000.1
1495,chr10,15981,,MgL1_10g04920.1,MgS1_10g05010.1
547,chr10,15981.5,,MgL1_10g04930.1,
1496,chr10,15982,Migut.J00654.1.v2.0,MgL1_10g04940.1,MgS1_10g05020.1
548,chr10,15982.5,Migut.J00653.1.v2.0|Migut.J00653.1.v2.0,MgL1_10g04950.1,
1497,chr10,15983,Migut.J00652.1.v2.0,MgL1_10g04960.1,MgS1_10g05030.1
1498,chr10,15984,,,MgS1_10g05040.1
549,chr10,15984.6666666667,Migut.J00649.1.v2.0,,
1499,chr10,15985,Migut.J00651.1.v2.0,MgL1_10g04970.1,MgS1_10g05050.1
1500,chr10,15986,Migut.J00650.1.v2.0|Migut.J00650.2.v2.0+|Migut.J00650.3.v2.0+|Migut.J00650.4.v2.0+,MgL1_10g04980.1,MgS1_10g05060.1
550,chr10,15986.5,Migut.J00648.1.v2.0|Migut.J00648.1.v2.0,MgL1_10g04990.1,
1501,chr10,15987,Migut.J00647.1.v2.0|Migut.J00647.2.v2.0+,MgL1_10g05000.1,MgS1_10g05070.1
1502,chr10,15988,Migut.J00646.1.v2.0,,MgS1_10g05080.1
551,chr10,15988.5,,MgL1_10g05010.1,
1503,chr10,15989,,,MgS1_10g05090.1
1504,chr10,15990,Migut.J00644.1.v2.0,MgL1_10g05030.1,MgS1_10g05100.1
1505,chr10,15991,Migut.J00643.3.v2.0|Migut.J00643.1.v2.0+|Migut.J00643.2.v2.0+,MgL1_10g05040.1,MgS1_10g05110.1
552,chr10,15992,Migut.J00645.1.v2.0,,
1506,chr10,15992,Migut.J00642.1.v2.0,MgL1_10g05050.1,MgS1_10g05120.1
553,chr10,15992.5,,MgL1_10g05060.1,
1507,chr10,15993,Migut.J00641.1.v2.0|Migut.J00641.2.v2.0+,MgL1_10g05070.1,MgS1_10g05130.1
1508,chr10,15994,Migut.J00640.1.v2.0,MgL1_10g05080.1,MgS1_10g05140.1
554,chr10,15994.6666666667,Migut.J00635.1.v2.0|Migut.J00623.1.v2.0+|Migut.J00625.1.v2.0+|Migut.J00629.1.v2.0+|Migut.J00633.1.v2.0+,,
1509,chr10,15995,Migut.J00585.1.v2.0,MgL1_10g05510.1|MgL1_10g05090.1+,MgS1_10g05150.1
1510,chr10,15996,Migut.J00639.1.v2.0,MgL1_10g05100.1,MgS1_10g05160.1
1511,chr10,15997,Migut.J00638.1.v2.0|Migut.J00636.2.v2.0+|Migut.J00636.1.v2.0+|Migut.J00637.1.v2.0+,MgL1_10g05110.1,MgS1_10g05170.1
1512,chr10,15998,,,MgS1_10g05180.1
1513,chr10,15999,,MgL1_10g05120.1,MgS1_10g05190.1
555,chr10,15999.3333333333,Migut.J00634.1.v2.0,,
1514,chr10,16002,Migut.J00631.1.v2.0,MgL1_10g05150.1|MgL1_10g05130.1+,MgS1_10g05220.1|MgS1_10g05200.1+
556,chr10,16003,Migut.J00630.1.v2.0|Migut.J00627.1.v2.0+,,
1515,chr10,16003,,MgL1_10g05160.1,MgS1_10g05230.1
557,chr10,16004,Migut.J00622.1.v2.0,,
1516,chr10,16004,Migut.J00632.1.v2.0|Migut.J00624.1.v2.0+|Migut.J00626.1.v2.0+|Migut.J00628.1.v2.0+,MgL1_10g05170.1|MgL1_10g05140.1+,MgS1_10g05240.1|MgS1_10g05210.1+
1517,chr10,16005,Migut.J00621.1.v2.0,MgL1_10g05180.1,MgS1_10g05250.1
1518,chr10,16006,,MgL1_10g05190.1,MgS1_10g05260.1
1519,chr10,16007,,MgL1_10g05200.1,MgS1_10g05270.1
1520,chr10,16008,,MgL1_10g05210.1,MgS1_10g05280.1
558,chr10,16009,Migut.J00620.1.v2.0,,
1521,chr10,16009,Migut.J00619.1.v2.0,MgL1_10g05220.1,MgS1_10g05290.1
559,chr10,16009.6,Migut.J00615.1.v2.0,,
1522,chr10,16010,Migut.J00618.1.v2.0,MgL1_10g05230.1,MgS1_10g05300.1
560,chr10,16010.2,Migut.J00614.1.v2.0,,
561,chr10,16010.8,Migut.J00613.1.v2.0,,
1523,chr10,16011,,,MgS1_10g05310.1
562,chr10,16011.4,Migut.J00612.1.v2.0,,
563,chr10,16012,Migut.J00611.1.v2.0,,
1524,chr10,16012,Migut.J00617.1.v2.0|Migut.J00617.2.v2.0+,MgL1_10g05240.1,MgS1_10g05320.1
564,chr10,16012.6,Migut.J00610.1.v2.0,,
1525,chr10,16013,Migut.J00616.1.v2.0|Migut.J00616.2.v2.0+,MgL1_10g05250.1,MgS1_10g05330.1
565,chr10,16013.2,,MgL1_10g05270.1,
566,chr10,16013.2,Migut.J00609.1.v2.0,,
567,chr10,16013.8,Migut.J00608.1.v2.0,,
1526,chr10,16014,Migut.J00606.1.v2.0,MgL1_10g05280.1,MgS1_10g05340.1
568,chr10,16014.4,Migut.J00607.1.v2.0,,
1527,chr10,16015,Migut.J00605.1.v2.0,MgL1_10g05290.1,MgS1_10g05350.1
569,chr10,16016,,MgL1_10g05300.1,
570,chr10,16016,Migut.J00604.1.v2.0,,
1528,chr10,16016,,,MgS1_10g05360.1
1529,chr10,16017,Migut.J00603.2.v2.0|Migut.J00603.1.v2.0+,MgL1_10g05310.1,MgS1_10g05370.1
1530,chr10,16018,Migut.J00602.1.v2.0|Migut.J00601.1.v2.0+,MgL1_10g05330.1|MgL1_10g05320.1+,MgS1_10g05380.1
1531,chr10,16019,,MgL1_10g05340.1,MgS1_10g05390.1
571,chr10,16019.5,Migut.J00600.1.v2.0,,
1532,chr10,16020,Migut.J00599.1.v2.0,MgL1_10g05350.1,MgS1_10g05400.1
1533,chr10,16021,,MgL1_10g05360.1,MgS1_10g05410.1
572,chr10,16021.5,,MgL1_10g05370.1,
1534,chr10,16022,Migut.J00598.1.v2.0,MgL1_10g05380.1,MgS1_10g05420.1
1535,chr10,16023,,MgL1_10g05390.1,MgS1_10g05430.1
1536,chr10,16024,Migut.J00596.1.v2.0,MgL1_10g05400.1,MgS1_10g05440.1
573,chr10,16024.3333333333,,MgL1_10g05410.1,
574,chr10,16025,Migut.J00597.1.v2.0,,
1537,chr10,16025,Migut.J00595.1.v2.0,MgL1_10g05420.1,MgS1_10g05450.1
1538,chr10,16026,Migut.J00594.1.v2.0|Migut.J00593.1.v2.0+|Migut.J00593.2.v2.0+,MgL1_10g05430.1,MgS1_10g05460.1
575,chr10,16026.5,Migut.J00588.1.v2.0,,
1539,chr10,16027,Migut.J00592.1.v2.0,,MgS1_10g05470.1
1540,chr10,16028,Migut.J00591.1.v2.0,MgL1_10g05440.1,MgS1_10g05480.1
576,chr10,16029,Migut.J00587.1.v2.0,MgL1_10g05480.1|MgL1_10g05480.1,
1541,chr10,16029,Migut.J00590.1.v2.0,MgL1_10g05450.1,MgS1_10g05490.1
1542,chr10,16030,Migut.J00589.1.v2.0,MgL1_10g05460.1,MgS1_10g05510.1
1543,chr10,16031,Migut.J00586.1.v2.0,MgL1_10g05490.1|MgL1_10g05470.1+,MgS1_10g05520.1
1544,chr10,16032,,MgL1_10g05500.1,MgS1_10g05530.1
1545,chr10,16033,Migut.J00584.1.v2.0,MgL1_10g05520.1,MgS1_10g05540.1
1546,chr10,16034,Migut.J00583.1.v2.0,MgL1_10g05530.1,MgS1_10g05550.1
1547,chr10,16035,Migut.J00582.1.v2.0,MgL1_10g05540.1,MgS1_10g05560.1
1548,chr10,16036,Migut.J00581.1.v2.0,MgL1_10g05550.1,MgS1_10g05570.1
577,chr10,16037,Migut.J00578.1.v2.0,,
1549,chr10,16037,,MgL1_10g05560.1,MgS1_10g05580.1
1550,chr10,16038,Migut.J00580.1.v2.0,MgL1_10g05570.1,MgS1_10g05590.1
1551,chr10,16039,Migut.J00579.1.v2.0,MgL1_10g05580.1,MgS1_10g05600.1
1552,chr10,16040,Migut.J00577.1.v2.0,MgL1_10g05590.1,MgS1_10g05610.1
1553,chr10,16041,Migut.J00575.1.v2.0,MgL1_10g05600.1,MgS1_10g05620.1
1554,chr10,16042,Migut.J00574.1.v2.0,MgL1_10g05610.1,MgS1_10g05630.1
578,chr10,16042.5,,MgL1_10g05620.1,
1555,chr10,16043,Migut.J00573.1.v2.0|Migut.J00573.2.v2.0+,MgL1_10g05630.1,MgS1_10g05640.1
579,chr10,16044,Migut.J00563.9.v2.0,,
1556,chr10,16044,Migut.J00572.1.v2.0,MgL1_10g05640.1,MgS1_10g05650.1
1557,chr10,16045,Migut.J00571.1.v2.0,MgL1_10g05650.1,MgS1_10g05660.1
580,chr10,16045.5,Migut.J00563.8.v2.0,,
1558,chr10,16046,,MgL1_10g05660.1,MgS1_10g05670.1
581,chr10,16047,Migut.J00563.7.v2.0,,
582,chr10,16047,Migut.J00576.1.v2.0,,
1559,chr10,16047,Migut.J00570.1.v2.0|Migut.J00570.2.v2.0+,MgL1_10g05670.1,MgS1_10g05680.1
1560,chr10,16048,,MgL1_10g05680.1,MgS1_10g05690.1
583,chr10,16048.5,Migut.J00563.6.v2.0,,
584,chr10,16048.6666666667,,MgL1_10g05690.1,
1561,chr10,16049,Migut.J00569.1.v2.0,,MgS1_10g05700.1
585,chr10,16049.3333333333,,MgL1_10g05700.1,
586,chr10,16050,Migut.J00563.5.v2.0,,
1562,chr10,16050,Migut.J00568.1.v2.0,MgL1_10g05710.1,MgS1_10g05710.1
1563,chr10,16051,Migut.J00567.1.v2.0,MgL1_10g05720.1,MgS1_10g05720.1
587,chr10,16051.5,Migut.J00563.4.v2.0,,
1564,chr10,16052,Migut.J00566.1.v2.0,MgL1_10g05730.1,MgS1_10g05730.1
588,chr10,16053,Migut.J00563.3.v2.0,,
1565,chr10,16053,Migut.J00565.1.v2.0,MgL1_10g05740.1,MgS1_10g05740.1
1566,chr10,16054,Migut.J00564.1.v2.0,MgL1_10g05750.1,MgS1_10g05750.1
589,chr10,16054.5,Migut.J00563.2.v2.0,,
1567,chr10,16055,Migut.J00563.1.v2.0|Migut.J00563.10.v2.0+|Migut.J00563.11.v2.0+|Migut.J00563.12.v2.0+,MgL1_10g05760.1,MgS1_10g05760.1
1568,chr10,16056,Migut.J00562.1.v2.0,MgL1_10g05770.1,MgS1_10g05770.1
590,chr10,16057,Migut.J00561.2.v2.0|Migut.J00561.1.v2.0+,,
1569,chr10,16057,,MgL1_10g05780.1,MgS1_10g05780.1
1570,chr10,16058,Migut.J00560.1.v2.0,MgL1_10g05790.1,MgS1_10g05790.1
591,chr10,16058.6666666667,,MgL1_10g05800.1,
1571,chr10,16059,,,MgS1_10g05800.1
592,chr10,16059.3333333333,,MgL1_10g05810.1,
1572,chr10,16060,Migut.J00961.1.v2.0,MgL1_10g05820.1,MgS1_10g05810.1
593,chr10,16060.5,Migut.J00960.1.v2.0,,
1573,chr10,16061,Migut.J00959.1.v2.0,MgL1_10g05830.1,MgS1_10g05820.1
1574,chr10,16063,Migut.J00957.1.v2.0,MgL1_10g05840.1,MgS1_10g05840.1
1575,chr10,16064,Migut.J00956.1.v2.0,MgL1_10g05850.1,MgS1_10g05850.1
1576,chr10,16065,Migut.J00955.1.v2.0,MgL1_10g05860.1,MgS1_10g05860.1
1577,chr10,16066,Migut.J00954.1.v2.0,MgL1_10g05870.1,MgS1_10g05870.1
1578,chr10,16067,Migut.J00953.1.v2.0,MgL1_10g05880.1,MgS1_10g05880.1
594,chr10,16067.3333333333,Migut.J00946.1.v2.0,,
1579,chr10,16068,Migut.J00952.1.v2.0,MgL1_10g05890.1,MgS1_10g05890.1
1580,chr10,16069,Migut.J00951.1.v2.0|Migut.J00951.2.v2.0+,MgL1_10g05900.1,MgS1_10g05900.1
1581,chr10,16070,Migut.J00950.1.v2.0,MgL1_10g05910.1,MgS1_10g05910.1
1582,chr10,16071,Migut.J00949.1.v2.0,MgL1_10g05920.1,MgS1_10g05920.1
595,chr10,16071.6666666667,Migut.J00945.1.v2.0,,
1583,chr10,16072,,,MgS1_10g05930.1
1584,chr10,16073,Migut.J00948.1.v2.0,MgL1_10g05930.1,MgS1_10g05940.1
1585,chr10,16074,Migut.J00947.1.v2.0,MgL1_10g05940.1,MgS1_10g05950.1
1586,chr10,16075,,MgL1_10g05950.1,MgS1_10g05960.1
1587,chr10,16076,Migut.J00944.1.v2.0,MgL1_10g05960.1,MgS1_10g05970.1
596,chr10,16076.6,Migut.J00943.1.v2.0,,
597,chr10,16077.2,Migut.J00942.1.v2.0,,
598,chr10,16077.8,Migut.J00941.1.v2.0,,
1588,chr10,16078,Migut.J00940.2.v2.0|Migut.J00940.1.v2.0+,MgL1_10g05980.1|MgL1_10g05970.1+,MgS1_10g05990.1|MgS1_10g05980.1+
1589,chr10,16079,Migut.J00939.1.v2.0,MgL1_10g05990.1,MgS1_10g06000.1
1590,chr10,16080,Migut.J00937.2.v2.0|Migut.J00937.1.v2.0+,MgL1_10g06010.1,MgS1_10g06010.1
599,chr10,16081,Migut.J00938.1.v2.0,MgL1_10g06000.1|MgL1_10g06000.1,
1591,chr10,16081,Migut.J00936.1.v2.0,MgL1_10g06020.1,MgS1_10g06020.1
1592,chr10,16082,Migut.J00935.3.v2.0|Migut.J00935.2.v2.0+|Migut.J00935.1.v2.0+,MgL1_10g06030.1,MgS1_10g06030.1
1593,chr10,16083,Migut.J00934.1.v2.0,MgL1_10g06040.1,MgS1_10g06040.1
600,chr10,16083.5,Migut.J00933.1.v2.0|Migut.J00933.1.v2.0,MgL1_10g06050.1,
1594,chr10,16084,Migut.J00931.1.v2.0,MgL1_10g06060.1,MgS1_10g06050.1
1595,chr10,16085,Migut.J00930.1.v2.0,MgL1_10g06070.1,MgS1_10g06060.1
1596,chr10,16086,Migut.J00929.1.v2.0,MgL1_10g06090.1|MgL1_10g06080.1+,MgS1_10g06070.1
1597,chr10,16087,Migut.J00928.1.v2.0,,MgS1_10g06080.1
601,chr10,16088,Migut.J00932.1.v2.0,,
1598,chr10,16088,Migut.J00927.1.v2.0,MgL1_10g06100.1,MgS1_10g06090.1
602,chr10,16089,Migut.J00922.1.v2.0,,
1599,chr10,16089,Migut.J00926.1.v2.0,MgL1_10g06110.1,MgS1_10g06100.1
1600,chr10,16090,Migut.J00925.1.v2.0,MgL1_10g06120.1,MgS1_10g06110.1
1601,chr10,16091,Migut.J00924.2.v2.0|Migut.J00924.1.v2.0+,MgL1_10g06130.1,MgS1_10g06120.1
1602,chr10,16092,Migut.J00923.1.v2.0,MgL1_10g06150.1|MgL1_10g06140.1+,MgS1_10g06130.1
1603,chr10,16093,,,MgS1_10g06140.1
603,chr10,16093.25,,MgL1_10g06160.1,
1604,chr10,16094,Migut.J00919.3.v2.0|Migut.J00919.1.v2.0+|Migut.J00919.2.v2.0+,,MgS1_10g06150.1
604,chr10,16094.5,,MgL1_10g06170.1,
1605,chr10,16095,Migut.J00921.1.v2.0,,MgS1_10g06160.1
1606,chr10,16096,Migut.J00958.1.v2.0|Migut.J00918.1.v2.0+|Migut.J00920.1.v2.0+,MgL1_10g06180.1,MgS1_10g06170.1|MgS1_10g05830.1+
1607,chr10,16097,Migut.J00917.1.v2.0,MgL1_10g06190.1,MgS1_10g06180.1
1608,chr10,16098,Migut.J00916.1.v2.0,MgL1_10g06200.1,MgS1_10g06190.1
605,chr10,16098.7142857143,Migut.J00914.1.v2.0,,
1609,chr10,16099,Migut.J00915.1.v2.0,MgL1_10g06210.1,MgS1_10g06200.1
606,chr10,16099.6,,MgL1_10g06220.1,
1610,chr10,16100,,,MgS1_10g06210.1
607,chr10,16100.2,,MgL1_10g06230.1,
608,chr10,16100.4285714286,Migut.J00913.2.v2.0|Migut.J00913.1.v2.0+,,
609,chr10,16100.8,,MgL1_10g06240.1,
1611,chr10,16101,Migut.J00908.1.v2.0,,MgS1_10g06220.1
610,chr10,16101.4,Migut.J00909.1.v2.0|Migut.J00909.1.v2.0,MgL1_10g06250.1,
1612,chr10,16102,Migut.J00907.2.v2.0|Migut.J00907.1.v2.0+,MgL1_10g06260.1,MgS1_10g06230.1
611,chr10,16102.1428571429,Migut.J00912.1.v2.0,,
1613,chr10,16103,Migut.J00906.1.v2.0,MgL1_10g06270.1,MgS1_10g06240.1
612,chr10,16103.8571428571,Migut.J00911.1.v2.0,,
1614,chr10,16104,,MgL1_10g06280.1,MgS1_10g06250.1
1615,chr10,16105,Migut.J00905.1.v2.0,MgL1_10g06290.1,MgS1_10g06260.1
613,chr10,16105.5714285714,Migut.J00910.1.v2.0,,
1616,chr10,16106,Migut.J00904.1.v2.0,MgL1_10g06300.1,MgS1_10g06270.1
614,chr10,16107,,MgL1_10g05260.1|MgL1_10g06310.1,
1617,chr10,16107,Migut.J00903.1.v2.0|Migut.J00903.2.v2.0+,,MgS1_10g06280.1
1618,chr10,16108,Migut.J00902.1.v2.0,MgL1_10g06320.1,MgS1_10g06290.1
615,chr10,16108.5,Migut.J00901.3.v2.0,,
1619,chr10,16109,Migut.J00901.1.v2.0|Migut.J00901.2.v2.0+,MgL1_10g06330.1,MgS1_10g06300.1
1620,chr10,16110,Migut.J00900.1.v2.0|Migut.J00900.2.v2.0+,MgL1_10g06340.1,MgS1_10g06310.1
1621,chr10,16111,Migut.J00899.1.v2.0|Migut.J00898.1.v2.0+,MgL1_10g06350.1,MgS1_10g06320.1
1622,chr10,16112,Migut.J00897.1.v2.0,MgL1_10g06360.1,MgS1_10g06330.1
1623,chr10,16113,Migut.J00896.1.v2.0,MgL1_10g06370.1,MgS1_10g06340.1
1624,chr10,16114,Migut.J00895.1.v2.0,MgL1_10g06380.1,MgS1_10g06350.1
1625,chr10,16115,Migut.J00894.1.v2.0,MgL1_10g06390.1,MgS1_10g06360.1
616,chr10,16115.5,,MgL1_10g06400.1,
1626,chr10,16116,Migut.J00893.1.v2.0,MgL1_10g06410.1,MgS1_10g06370.1
617,chr10,16116.5,Migut.J00892.1.v2.0|Migut.J00892.1.v2.0,MgL1_10g06420.1,
1627,chr10,16117,Migut.J00891.1.v2.0,MgL1_10g06430.1,MgS1_10g06380.1
618,chr10,16117.6666666667,Migut.J00890.1.v2.0|Migut.J00890.1.v2.0,MgL1_10g06440.1,
1628,chr10,16118,Migut.J00889.1.v2.0,,MgS1_10g06390.1
619,chr10,16118.3333333333,,MgL1_10g06450.1,
1629,chr10,16119,,MgL1_10g06460.1,MgS1_10g06400.1
620,chr10,16120,Migut.J00887.1.v2.0|Migut.J00886.1.v2.0+,,
1630,chr10,16120,Migut.J00884.1.v2.0,MgL1_10g06470.1,MgS1_10g06410.1
621,chr10,16120.3333333333,,MgL1_10g06480.1,
1631,chr10,16121,Migut.J00883.1.v2.0,MgL1_10g06490.1,MgS1_10g06420.1
1632,chr10,16122,,,MgS1_10g06430.1
1633,chr10,16123,,,MgS1_10g06440.1
1634,chr10,16124,Migut.J00881.1.v2.0|Migut.J00881.2.v2.0+|Migut.J00881.3.v2.0+,MgL1_10g06510.1,MgS1_10g06450.1
622,chr10,16124.3333333333,Migut.J00882.3.v2.0|Migut.J00882.2.v2.0+,MgL1_10g06500.1|MgL1_10g06500.1,
1635,chr10,16125,Migut.J00880.1.v2.0,MgL1_10g06520.1,MgS1_10g06460.1
1636,chr10,16126,Migut.J00879.1.v2.0,MgL1_10g06530.1,MgS1_10g06470.1
1637,chr10,16127,Migut.J00878.1.v2.0,MgL1_10g06540.1,MgS1_10g06480.1
623,chr10,16127.5,,MgL1_10g06550.1,
1638,chr10,16128,Migut.J00877.1.v2.0,MgL1_10g06560.1,MgS1_10g06490.1
624,chr10,16128.6666666667,Migut.J00882.1.v2.0,,
1639,chr10,16130,Migut.J00876.1.v2.0|Migut.J00876.2.v2.0+,MgL1_10g06580.1|MgL1_10g06570.1+,MgS1_10g06510.1|MgS1_10g06500.1+
625,chr10,16130.5,,MgL1_10g06590.1,
1640,chr10,16131,Migut.J00875.1.v2.0,MgL1_10g06600.1,MgS1_10g06520.1
1641,chr10,16132,,MgL1_10g06610.1,MgS1_10g06530.1
1642,chr10,16133,Migut.J00874.1.v2.0,MgL1_10g06620.1,MgS1_10g06540.1
626,chr10,16133.5,,MgL1_10g06630.1,
1643,chr10,16134,Migut.J00873.1.v2.0|Migut.J00871.1.v2.0+|Migut.J00872.1.v2.0+,MgL1_10g06640.1,MgS1_10g06550.1
1644,chr10,16135,Migut.J00870.3.v2.0|Migut.J00870.1.v2.0+|Migut.J00870.2.v2.0+,MgL1_10g06650.1,MgS1_10g06560.1
1645,chr10,16136,Migut.J00869.1.v2.0,MgL1_10g06660.1,MgS1_10g06570.1
1646,chr10,16137,Migut.J00868.1.v2.0,MgL1_10g06670.1,MgS1_10g06580.1
1647,chr10,16138,Migut.J00867.1.v2.0,MgL1_10g06680.1,MgS1_10g06590.1
1648,chr10,16139,Migut.J00866.1.v2.0,MgL1_10g06690.1,MgS1_10g06600.1
627,chr10,16139.3333333333,,MgL1_10g06700.1,
1649,chr10,16140,Migut.J00865.1.v2.0,MgL1_10g06710.1,MgS1_10g06610.1
1650,chr10,16141,Migut.J00863.1.v2.0,MgL1_10g06720.1,MgS1_10g06620.1
1651,chr10,16142,Migut.J00862.1.v2.0,,MgS1_10g06630.1
628,chr10,16142.5,Migut.J00864.1.v2.0,,
1652,chr10,16143,Migut.J00861.1.v2.0|Migut.J00860.2.v2.0+|Migut.J00860.1.v2.0+,MgL1_10g06750.1|MgL1_10g06740.1+,MgS1_10g06640.1
1653,chr10,16144,Migut.J00859.1.v2.0,,MgS1_10g06650.1
1654,chr10,16145,Migut.J00858.2.v2.0|Migut.J00858.1.v2.0+,,MgS1_10g06660.1
1655,chr10,16146,Migut.J00857.1.v2.0,MgL1_10g06760.1,MgS1_10g06670.1
629,chr10,16146.5,Migut.J00852.1.v2.0,,
1656,chr10,16147,Migut.J00856.1.v2.0|Migut.J00856.2.v2.0+,MgL1_10g06770.1,MgS1_10g06680.1
1657,chr10,16148,Migut.J00855.1.v2.0,MgL1_10g06780.1,MgS1_10g06690.1
1658,chr10,16149,Migut.J00854.1.v2.0,,MgS1_10g06700.1
1659,chr10,16150,Migut.J00853.1.v2.0,MgL1_10g06790.1,MgS1_10g06710.1
1660,chr10,16152,Migut.J00851.1.v2.0,MgL1_10g06800.1,MgS1_10g06730.1
630,chr10,16154.6666666667,,MgL1_10g06810.1,
631,chr10,16155,Migut.J00850.1.v2.0|Migut.J00847.1.v2.0+,,
1661,chr10,16155,,,MgS1_10g06760.1|MgS1_10g06720.1+|MgS1_10g06740.1+|MgS1_10g06750.1+
1662,chr10,16156,Migut.J00846.1.v2.0,,MgS1_10g06770.1
1663,chr10,16157,Migut.J00849.1.v2.0|Migut.J00845.1.v2.0+|Migut.J00848.1.v2.0+,MgL1_10g06820.1,MgS1_10g06780.1
632,chr10,16157.5,Migut.J00843.2.v2.0|Migut.J00843.1.v2.0+,,
1664,chr10,16158,Migut.J00844.1.v2.0|Migut.J00844.2.v2.0+,MgL1_10g06730.1,MgS1_10g06790.1
1665,chr10,16159,Migut.J00842.1.v2.0|Migut.J00842.2.v2.0+,MgL1_10g06830.1,MgS1_10g06800.1
633,chr10,16160,Migut.J00841.1.v2.0,,
1666,chr10,16160,,,MgS1_10g06810.1
1667,chr10,16161,Migut.J00840.1.v2.0|Migut.J00840.2.v2.0+,,MgS1_10g06820.1
1668,chr10,16162,Migut.J00838.1.v2.0|Migut.J00838.2.v2.0+|Migut.J00838.3.v2.0+,MgL1_10g06840.1,MgS1_10g06830.1
1669,chr10,16163,Migut.J00837.1.v2.0,MgL1_10g06850.1,MgS1_10g06840.1
634,chr10,16163.5,,MgL1_10g06860.1,
635,chr10,16163.5,Migut.J00839.1.v2.0,,
1670,chr10,16164,Migut.J00836.1.v2.0,MgL1_10g06870.1,MgS1_10g06850.1
636,chr10,16164.25,Migut.J00833.1.v2.0,,
1671,chr10,16165,Migut.J00835.1.v2.0,MgL1_10g06880.1,MgS1_10g06860.1
1672,chr10,16166,Migut.J00834.1.v2.0|Migut.J00834.2.v2.0+,MgL1_10g06890.1,MgS1_10g06870.1
637,chr10,16167,Migut.J00832.1.v2.0|Migut.J00832.1.v2.0,MgL1_10g06900.1,
1673,chr10,16167,,,MgS1_10g06880.1
1674,chr10,16168,Migut.J00831.1.v2.0,MgL1_10g06910.1,MgS1_10g06890.1
1675,chr10,16169,Migut.J00830.2.v2.0|Migut.J00830.1.v2.0+,MgL1_10g06920.1,MgS1_10g06900.1
1676,chr10,16170,Migut.J00829.1.v2.0,MgL1_10g06930.1,MgS1_10g06910.1
1677,chr10,16171,Migut.J00828.1.v2.0,MgL1_10g06940.1,MgS1_10g06920.1
1678,chr10,16172,,MgL1_10g06950.1,MgS1_10g06930.1
1679,chr10,16173,Migut.J00827.1.v2.0,MgL1_10g06960.1,MgS1_10g06940.1
1680,chr10,16174,Migut.J00826.1.v2.0,MgL1_10g06970.1,MgS1_10g06950.1
1681,chr10,16175,,,MgS1_10g06960.1
1682,chr10,16176,Migut.J00825.1.v2.0,MgL1_10g06980.1,MgS1_10g06970.1
1683,chr10,16177,Migut.J00824.1.v2.0,MgL1_10g06990.1,MgS1_10g06980.1
1684,chr10,16178,Migut.J00823.3.v2.0|Migut.J00823.2.v2.0+|Migut.J00823.1.v2.0+,MgL1_10g07000.1,MgS1_10g06990.1
1685,chr10,16179,Migut.J00822.1.v2.0,MgL1_10g07010.1,MgS1_10g07000.1
638,chr10,16180,Migut.J00817.1.v2.0,,
1686,chr10,16180,,MgL1_10g07020.1,MgS1_10g07010.1
1687,chr10,16181,Migut.J00821.1.v2.0,MgL1_10g07030.1,MgS1_10g07020.1
1688,chr10,16182,Migut.J00820.1.v2.0,MgL1_10g07040.1,MgS1_10g07030.1
1689,chr10,16183,Migut.J00819.1.v2.0,MgL1_10g07050.1,MgS1_10g07040.1
1690,chr10,16184,Migut.J00818.1.v2.0,MgL1_10g07060.1,MgS1_10g07050.1
639,chr10,16184.5,,MgL1_10g07070.1,
1691,chr10,16185,,MgL1_10g07080.1,MgS1_10g07060.1
640,chr10,16185.5,,MgL1_10g07090.1,
1692,chr10,16186,Migut.J00816.1.v2.0,MgL1_10g07110.1,MgS1_10g07070.1
